Time,k=0.01,k=0.1,k=1,k=10,k=20,k=30,k=5
37.13,59.269723260856786,13.467291707679198,9.905537545283924,1.3758984819676028,0.660294501449399,0.4413620647260054,3.0943891125863012
37.14,59.260423538053715,13.494306443131425,9.879440965053762,1.365549872707262,0.6598771414491178,0.4423343827595081,3.0627592123995173
37.15,59.250539065703606,13.51992243901151,9.852572701342403,1.356108181289956,0.6599990620111462,0.4436503327619579,3.0318488732320388
37.16,59.24007166793763,13.54416796956726,9.824974913679094,1.3475890350205353,0.6606512592452016,0.4452992381967725,3.001703513272519
37.17,59.22902354360708,13.56707194700251,9.796690234060218,1.3400051293787951,0.6618227243153852,0.4472693305082616,2.9723675189874346
37.18,59.21739725911903,13.588663883253975,9.767761718396612,1.333366097898376,0.6635005534748978,0.4495478673048408,2.943884042262728
37.19,59.20519574095792,13.608973851880972,9.738232793666898,1.3276784086275528,0.6656700773133211,0.4521212555380301,2.916294793752591
37.2,59.19242226790134,13.628032449852745,9.70814720191341,1.3229452891736506,0.668315005945368,0.4549751769187455,2.889639834881496
37.21,59.17908046293887,13.645870759062946,9.677548942376143,1.319166681708396,0.671417586602372,0.4580947129912892,2.863957371164246
37.22,59.165174284903635,13.662520307436951,9.64648221278282,1.31633922866045,0.6749587699696697,0.4614644675576986,2.839283549662482
37.23,59.15070801982645,13.67801302952718,9.614991350246688,1.314456289170414,0.6789183816386928,0.4650686844607605,2.815652263472828
37.24,59.13568627202296,13.692381226515634,9.58312077160592,1.313507985756144,0.6832752951980405,0.4688913590937125,2.793094966131941
37.25,59.12011395492501,13.705657525563169,9.550914912586224,1.3134812800524085,0.6880076037529188,0.4729163423658385,2.7716404987226024
37.26,59.10399628166764,13.717874838461862,9.518418164992736,1.3143600759639862,0.6930927870133746,0.4771274362158108,2.7513149322718373
37.27,59.08733875544345,13.729066319561726,9.485674811226938,1.3161253481158086,0.6985078715025204,0.4815084800971779,2.732141427751555
37.28,59.0701471596368,13.739265322955506,9.452728955682408,1.318755293104147,0.7042295818809541,0.4860434281663576,2.714140115634714
37.29,59.052427547750554,13.748505358916864,9.419624452879107,1.3222255007516417,0.7102344818385442,0.4907164171629314,2.6973279965391375
37.3,59.03418623313813,13.756820049597282,9.386404832454993,1.3265091423463902,0.7164991034491336,0.4955118251926652,2.6817188640257665
37.31,59.01542977855448,13.76424308399632,9.353113221300704,1.3315771726993388,0.7230000643001744,0.5004143217951486,2.6673232501285016
37.32,58.996164985539586,13.770808172228572,9.319792263197773,1.3373985427818982,0.7297141720854246,0.5054089098104666,2.6541483937010586
37.33,58.97639888364932,13.776548999118576,9.286484036329192,1.3439404197034313,0.7366185166762141,0.5104809596494562,2.6421982311939436
37.34,58.9561387195433,13.781499177162637,9.253229969007366,1.351168410851244,0.7436905499607402,0.5156162366302779,2.6314734090411425
37.35,58.93539194594996,13.785692198903858,9.22007075393533,1.3590467891397338,0.7509081539609086,0.5208009220705276,2.6219713164587732
37.36,58.91416621052154,13.789161388773502,9.187046261298804,1.367538716494067,0.7582496979036263,0.5260216288285486,2.613686137148688
37.37,58.89246934459153,13.791939854458596,9.154195450984515,1.3766064629210903,0.7656940850424927,0.5312654119712191,2.6066089181674266
37.38,58.87030935184987,13.79406043786233,9.121556284233202,1.3862116187883429,0.7732207901015417,0.5365197752164951,2.6007276540679274
37.39,58.84769439695375,13.795555665729768,9.08916563505908,1.3963152982323723,0.7808098882511776,0.5417726737584552,2.596027384346713
37.4,58.82463279408314,13.79645770001782,9.057059201796552,1.4068783319407472,0.7884420765339968,0.5470125140366299,2.592490302226864
37.41,58.80113299546012,13.79679828809399,9.025271419165684,1.4178614478880531,0.7960986886411188,0.5522281509609067,2.5900958728685897
37.42,58.77720357984528,13.796608712854155,8.99383537127743,1.4292254389447352,0.8037617039035049,0.5574088830522469,2.5888209592122853
37.43,58.752853241025875,13.795919742854966,8.962782706026367,1.440931316609061,0.8114137513130218,0.5625444459081289,2.588639953811492
37.44,58.72809077631018,13.794761582561488,8.932143551341273,1.4529404504279442,0.8190381093290194,0.5676250043529095,2.58952491519111
