Time,avg_error
0.01,230.33314556382922
0.02,219.79141328703113
0.03,209.75488508157872
0.04,200.19877370001956
0.05,191.09476715066907
0.06,182.42171682728488
0.07,174.16160830481235
0.08,166.29330192325062
0.09,158.7973837295798
0.1,151.6555586214107
0.11,144.85050438343453
0.12,138.36579201450894
0.13,132.18584362331532
0.14,126.29602674770943
0.15,120.68292885357167
0.16,115.33360164439904
0.17,110.23476255537474
0.18,105.37430405282217
0.19,100.7407791263479
0.2,96.32254455285526
0.21,92.10973087517566
0.22,88.09302694144178
0.23,84.2633117755159
0.24,80.61188611736699
0.25,77.1305010085998
0.26,73.81135147532036
0.27,70.64707164127361
0.28,67.63073514341883
0.29,64.75586355596371
0.3,62.016445430193635
0.31,59.40696716273085
0.32,56.92245120600463
0.33,54.558480835418464
0.34,52.31115552969481
0.35,50.176874098963076
0.36,48.15185479466977
0.37,46.2315083553036
0.38,44.4101061145703
0.39,42.681110038498254
0.4,41.037922831654136
0.41,39.4745019330668
0.42,37.98559749370284
0.43,36.566722162029535
0.44,35.21402229313497
0.45,33.924146661600126
0.46,32.694143965909674
0.47,31.521390435147165
0.48,30.403538992202996
0.49,29.338478565652355
0.5,28.32429050034305
0.51,27.359188172029068
0.52,26.44142978370027
0.53,25.569209035801904
0.54,24.740553567433647
0.55,23.953278462076632
0.56,23.20502518172055
0.5700000000000001,22.493368545973944
0.58,21.815938768605516
0.59,21.170512034938955
0.6,20.55505442848104
0.61,19.967728689845668
0.62,19.40688066092989
0.63,18.871019034029324
0.64,18.358796478280354
0.65,17.86899614398083
0.66,17.40052547238711
0.67,16.95241851224064
0.68,16.523847562170932
0.6900000000000001,16.11414319249745
0.7000000000000001,15.722814739141585
0.71,15.349544406928194
0.72,14.994096098039725
0.73,14.656077278292843
0.74,14.334621742684268
0.75,14.028268656146619
0.76,13.735208776648367
0.77,13.45367022201501
0.78,13.182149110312862
0.79,12.919448181018103
0.8,12.664624408194372
0.81,12.416921980105913
0.8200000000000001,12.175718198963569
0.8300000000000001,11.940485605966217
0.84,11.710766736753879
0.85,11.486157446266667
0.86,11.266295775020742
0.87,11.050854357348145
0.88,10.839535107355287
0.89,10.632065393004414
0.9,10.428195204323439
0.91,10.22769500424447
0.92,10.030354063770128
0.93,9.835979154269175
0.94,9.644393515205435
0.95,9.455436045482346
0.96,9.268960686925071
0.97,9.084835983004876
0.98,8.902944807159278
0.99,8.723184264606688
1.0,8.545465780582017
1.01,8.369715397394039
1.02,8.195874313526799
1.03,8.023899711132923
1.04,7.853765934829076
1.05,7.6854661061322895
1.06,7.519014286048312
1.07,7.354448335753879
1.08,7.191833675377767
1.09,7.03126820800418
1.1,6.872888765494594
1.11,6.716879548957148
1.12,6.563483175745394
1.13,6.413015068662888
1.14,6.265881880187755
1.15,6.122603957135942
1.16,5.98383926001181
1.17,5.850399147367508
1.18,5.723232896900596
1.19,5.60334565837586
1.2,5.491636489508417
1.21,5.38872498349377
1.22,5.294891242612218
1.23,5.210162627116059
1.24,5.134487137989944
1.25,5.069773230084755
1.26,5.037035750478664
1.27,5.015934349224845
1.28,5.003104921224044
1.29,4.998309085334493
1.3,5.001067349054003
1.31,5.010503877052178
1.32,5.025516043747876
1.33,5.045031167214761
1.34,5.068148757975633
1.35,5.094161582778532
1.36,5.1225241718207135
1.37,5.152813410400128
1.38,5.1846961345809595
1.39,5.217905452874138
1.4,5.25222397175177
1.41,5.287471871485664
1.42,5.3234982861766476
1.43,5.3601749444418525
1.44,5.397391387774028
1.45,5.435051319066265
1.46,5.473069783356928
1.47,5.511370977738894
1.48,5.549886548223157
1.49,5.588554270957232
1.5,5.627317041405677
1.51,5.666122112728938
1.52,5.704920536675209
1.53,5.743666768766967
1.54,5.782318405678121
1.55,5.820836027275659
1.56,5.8591831193601625
1.57,5.897326055995969
1.58,5.9352341226500975
1.59,5.972879563251896
1.6,6.010237635796828
1.61,6.047286662307335
1.62,6.084008059936878
1.63,6.12038634095218
1.64,6.156409070577046
1.65,6.192066773728159
1.66,6.227352785249051
1.67,6.262263044376008
1.68,6.296795844271941
1.69,6.330951563567909
1.7,6.364732432063975
1.71,6.398142422368574
1.72,6.431187423429066
1.73,6.463875961676285
1.74,6.496220937063791
1.75,6.528243239753261
1.76,6.559978954458753
1.77,6.591493726213691
1.78,6.62291208373188
1.79,6.654478434628102
1.8,6.686677896676816
1.81,6.720404255189683
1.82,6.756839827279672
1.83,6.796450309804119
1.84,6.83832926469251
1.85,6.881211468511178
1.86,6.924243913381014
1.87,6.966954985060435
1.88,7.009083268228254
1.89,7.0504736902061245
1.9,7.091026736073657
1.91,7.130673926636518
1.92,7.169365478245324
1.93,7.207063732791072
1.94,7.243739440601971
1.95,7.279369520649997
1.96,7.313935620351552
1.97,7.347423126559637
1.98,7.379820441796344
1.99,7.411118423424775
2.0,7.441309928284476
2.01,7.4703894302046
2.02,7.498352692032713
2.03,7.525196482078808
2.04,7.550918329639362
2.05,7.575516316873675
2.06,7.598988905519249
2.07,7.621334797227358
2.08,7.642552826000768
2.09,7.662641880574932
2.1,7.681600853811355
2.11,7.699428615443342
2.12,7.716124003968836
2.13,7.731685833220454
2.14,7.746112909206783
2.15,7.759404053213269
2.16,7.771558127830831
2.17,7.782574063467872
2.18,7.792450883896214
2.19,7.801187730375891
2.2,7.808783884796826
2.21,7.815238792983365
2.22,7.82055208977451
2.23,7.824723627692308
2.24,7.8277535109497105
2.25,7.82964213626123
2.26,7.8303902414608775
2.27,7.829998962370995
2.28,7.828469897774586
2.29,7.825805181789008
2.3000000000000003,7.822007562473552
2.31,7.817080485162829
2.32,7.811028178817731
2.33,7.803855743624194
2.34,7.795569238129738
2.35,7.786175764362733
2.36,7.775683549597951
2.37,7.764102023683744
2.38,7.75144189110349
2.39,7.737715197185856
2.4,7.722935388090406
2.41,7.707117364369231
2.42,7.690277528039621
2.43,7.672433823199133
2.44,7.6536057702775615
2.45,7.633814494056394
2.46,7.613082745601419
2.47,7.59143491825446
2.48,7.568897057820167
2.49,7.545496867067647
2.5,7.521263704646606
2.51,7.496228578495877
2.52,7.470424133799279
2.53,7.443884635520461
2.54,7.416645945524811
2.5500000000000003,7.38874549427285
2.56,7.360222247045855
2.57,7.331116664641024
2.58,7.301470658450746
2.59,7.2713275398189365
2.6,7.240731963547824
2.61,7.209729865411816
2.62,7.178368393522107
2.63,7.146695833377726
2.64,7.1147615264365465
2.65,7.082615782044848
2.66,7.050309782576995
2.67,7.017895481658696
2.68,6.985425495378963
2.69,6.952952986437629
2.7,6.9205315412275334
2.71,6.888215039913316
2.72,6.856057519641629
2.73,6.824113031100174
2.74,6.792435488734119
2.75,6.7610785150268535
2.76,6.730095279356126
2.77,6.699538332044427
2.78,6.669459434331818
2.79,6.639909385107817
2.8000000000000003,6.610937845344183
2.81,6.582593161269713
2.82,6.554922187419001
2.83,6.527970110767357
2.84,6.501780277231181
2.85,6.476394021865281
2.86,6.451850504124058
2.87,6.428186549570693
2.88,6.405436499416358
2.89,6.383632069249051
2.9,6.362802218268542
2.91,6.342973030279622
2.92,6.324167607610795
2.93,6.306405979019912
2.94,6.289705022522998
2.95,6.274078403938987
2.96,6.259536531782964
2.97,6.246086528966014
2.98,6.233732221573769
2.99,6.222474144801221
3.0,6.21230956592235
3.01,6.203232523973002
3.02,6.19523388562916
3.03,6.188301416573967
3.04,6.1824198674701325
3.0500000000000003,6.177571073493653
3.06,6.173734066243454
3.0700000000000003,6.170885196723077
3.08,6.168998267996594
3.09,6.168044676053913
3.1,6.1679935573805285
3.11,6.168811941714167
3.12,6.170464908484465
3.13,6.172915745470328
3.14,6.176126108270977
3.15,6.180056179267776
3.16,6.184664824852295
3.17,6.189909749807735
3.18,6.19574764785305
3.19,6.202134347487945
3.2,6.209024952409592
3.21,6.216373975904974
3.22,6.224135468753847
3.23,6.232263140303701
3.24,6.240710472497986
3.25,6.249430826750589
3.26,6.258377543661662
3.27,6.2675040356617595
3.28,6.276763872752206
3.29,6.286110861579312
3.3000000000000003,6.295499118138753
3.31,6.304883134454214
3.3200000000000003,6.31421783961177
3.33,6.323458655559075
3.34,6.332561548096967
3.35,6.34148307350127
3.36,6.3501804212155
3.37,6.358611453051444
3.38,6.366734739325267
3.39,6.374509592342804
3.4,6.381896097629687
3.41,6.388855143281011
3.42,6.395348447781889
3.43,6.401338586625428
3.44,6.406789018028624
3.45,6.411664108020755
3.46,6.415929155152586
3.47,6.419550415049409
3.48,6.422495125006545
3.49,6.4247315288029
3.5,6.426228901886731
3.51,6.4269575770682215
3.52,6.426888970835828
3.53,6.425995610397938
3.54,6.424251161538001
3.5500000000000003,6.421630457360203
3.56,6.418109527993859
3.5700000000000003,6.41366563131792
3.58,6.408277284762324
3.59,6.401924298240273
3.6,6.3945878082647365
3.61,6.386250313303564
3.62,6.376895710430071
3.63,6.3665093333302565
3.64,6.355077991733138
3.65,6.342590012337262
3.66,6.329035281314125
3.67,6.314405288477477
3.68,6.298693173216623
3.69,6.281893772301208
3.7,6.264003669674655
3.71,6.245021248363167
3.72,6.224946744636548
3.73,6.203782304566018
3.74,6.1815320431319885
3.75,6.158202106041428
3.76,6.133800734418879
3.77,6.108338332537385
3.78,6.081827538754299
3.79,6.054283299811576
3.8,6.025722948649521
3.81,5.996166285865905
3.82,5.96563566492723
3.83,5.934156081204183
3.84,5.9017552648566545
3.85,5.868463777532882
3.86,5.834315112769267
3.87,5.79934579987914
3.88,5.763595510996293
3.89,5.727107170788396
3.9,5.6899270681717615
3.91,5.652104969137406
3.92,5.613694229533814
3.93,5.574751906339159
3.94,5.535338865590413
3.95,5.495519884715208
3.96,5.4553637465326545
3.97,5.414943321653112
3.98,5.374335635418766
3.99,5.333621914898965
4.0,5.292887610804448
4.01,5.2522223885422585
4.0200000000000005,5.21172008203791
4.03,5.171478603456526
4.04,5.131599801626739
4.05,5.092189261888884
4.0600000000000005,5.053356040339448
4.07,5.015212326116207
4.08,4.9778730265433175
4.09,4.941455271691404
4.1,4.9060778372246
4.11,4.871860487271677
4.12,4.838923242371302
4.13,4.807385581131936
4.14,4.7773655878785455
4.15,4.748979061950351
4.16,4.72233860717363
4.17,4.6975527220954625
4.18,4.674724912632869
4.19,4.653952848770082
4.2,4.635327585841508
4.21,4.618932868889758
4.22,4.60484453578547
4.23,4.593130031475149
4.24,4.583848042122432
4.25,4.577048254235315
4.26,4.572771240291652
4.2700000000000005,4.571048469007801
4.28,4.571902435325637
4.29,4.575346902482789
4.3,4.581387246227278
4.3100000000000005,4.590020889377747
4.32,4.601237813540234
4.33,4.615021133881815
4.34,4.631347722420846
4.3500000000000005,4.650188865292355
4.36,4.671510939834781
4.37,4.695276098056272
4.38,4.721442944003011
4.39,4.74996719369691
4.4,4.780802307570511
4.41,4.813900086649386
4.42,4.849211225077555
4.43,4.886685812923212
4.44,4.926273784526264
4.45,4.967925308949669
4.46,5.011591120369463
4.47,5.0572227874775155
4.48,5.10477292216262
4.49,5.154195328853199
4.5,5.205445096909634
4.51,5.258478639294035
4.5200000000000005,5.31325368136234
4.53,5.369729203963372
4.54,5.427865345054082
4.55,5.48762326374476
4.5600000000000005,5.54896497011401
4.57,5.6118531233778315
4.58,5.676250800214784
4.59,5.742121234438141
4.6000000000000005,5.80942752898571
4.61,5.878132341571016
4.62,5.948197546447746
4.63,6.019583876619925
4.64,6.092250553380339
4.65,6.166154913023184
4.66,6.241252043556885
4.67,6.3174944467513665
4.68,6.3948317423866285
4.69,6.473210431701499
4.7,6.552573735519427
4.71,6.632861519336611
4.72,6.714010313042281
4.73,6.795953427377261
4.74,6.878621163352468
4.75,6.961941105313817
4.76,7.045838483752339
4.7700000000000005,7.13023659075216
4.78,7.215057229358284
4.79,7.300221178118737
4.8,7.385648653404394
4.8100000000000005,7.471259754497432
4.82,7.556974879468317
4.83,7.642715103143402
4.84,7.728402511669993
4.8500000000000005,7.813960491070457
4.86,7.8993139695912244
4.87,7.984389615533128
4.88,8.069115993598741
4.89,8.153423683660073
4.9,8.237245366310887
4.91,8.32051587970766
4.92,8.403172252104703
4.93,8.485153714227387
4.94,8.566401695264291
4.95,8.646859805843793
4.96,8.726473810929297
4.97,8.80519159514512
4.98,8.882963122648924
