Time,Position X,Position Y
0.001,-10.0,-10.0
0.002,-8.83,-8.580384757729338
0.003,-7.746175,-7.246600277572208
0.004,-6.741436375,-5.993124781041877
0.005,-5.809252110625,-4.814807779681666
0.006,-4.94360454008125,-3.706844275194769
0.007,-4.138951225977296,-2.664750796124575
0.008,-3.390188755824646,-1.6843431381053264
0.009,-2.6926192369024857,-0.761715684440853
0.01,-2.0419192918151507,0.1067778072107678
0.011,-1.4341113705787196,0.924542057913504
0.012,-0.8655372085264138,1.6947568584177837
0.013,-0.3328332717979894,2.420392488970609
0.014,0.1670919562533733,3.1042240522873863
0.015,0.6370789836760654,3.748844797848748
0.016,1.079736739549627,4.356678509985816
0.017,1.4974605413986262,4.92999102693675
0.018,1.8924487086089232,5.470900953165224
0.019,2.266717922135303,5.981389622698853
0.02,2.6221174234378597,6.4633103670460414
0.021,2.960342138768404,6.918397137358632
0.022,3.282944808608792,7.348272526902288
0.023,3.5913471962042376,7.7544552365556445
0.024,3.8868504437031546,8.138367022963434
0.025,4.170644639379577,8.501339166099834
0.026,4.443817654746242,8.844618490339572
0.027,4.707363306039077,9.169372970670237
0.028,4.962188890542461,9.47669695339548
0.029,5.209122144506308,9.767616018562116
0.03,5.448917665959273,10.043091509381938
0.031,5.682262842527727,10.30402475210052
0.032,5.909783321408968,10.551260988079086
0.033,6.132048055902674,10.785593038292642
0.034,6.349573960360984,11.007764718998295
0.035,6.562830203060178,11.21847402598425
0.036,6.772242164312265,11.41837610356396
0.037,6.97819508511017,11.608086013324868
0.038,7.1810374297241175,11.788181316569652
0.039,7.381083983928259,11.959204483394474
0.04,7.578618708925731,12.121665140427126
0.041,7.773897369547724,12.276042168393287
0.042,7.967149953919203,12.42278565988618
0.043,8.158582900502703,12.562318746979397
0.044,8.34838114724458,12.695039307640274
0.045,8.536710016448538,12.821321559267998
0.046,8.723716947982544,12.94151754709318
0.047,8.90953309248177,13.055958534630363
0.048,9.094274775336176,13.16495630286901
0.049,9.278044841441924,13.268804364418855
0.05,9.460933889946102,13.3677790983896
0.051,9.643021407520022,13.462140811380277
0.052,9.824376808053389,13.552134729577856
0.053,10.00506038606634,13.637991926615957
0.054,10.1851241905852,13.71993019152042
0.055,10.364612825717307,13.798154840767902
0.056,10.54356418368802,13.872859478204097
0.057,10.722010115665414,13.944226706308744
0.058,10.899977045293562,14.012428792053525
0.059,11.077486529480366,14.077628290374898
0.06,11.254555770639264,14.139978628075909
0.061,11.43119808426314,14.199624650777489
0.062,11.607423325411776,14.25670313536016
0.063,11.783238277419446,14.311343270169864
0.064,11.958647005875012,14.363667105106424
0.065,12.133651180691722,14.4137899735687
0.066,12.30825036886634,14.461820888096264
0.067,12.48244230032614,14.507862911422585
0.068,12.656223109076072,14.552013504538532
0.069,12.829587551686542,14.594364853257046
0.07,13.002529205003007,14.63500417466932
